hash,author,date,message,year_month,year
dcd1a1e0,David Lord,2022-06-11 21:16:51+00:00,Merge branch '2.1.x',2022-06,2022
9398630a,David Lord,2022-06-11 21:03:01+00:00,Merge pull request #4636 from pallets/docs-javascript,2022-06,2022
2f3c87dc,David Lord,2022-06-11 20:44:46+00:00,rewrite javascript docs,2022-06,2022
ebc0d30d,David Lord,2022-06-09 16:24:26+00:00,Merge pull request #4630 from mirskiy/docs-mention-relative,2022-06,2022
9934528c,Dan Mirsky,2022-06-09 16:12:10+00:00,Update send_from_directory docstring,2022-06,2022
6f6e3289,David Lord,2022-02-14 18:33:25+00:00,remove javascript fetch polyfill,2022-02,2022
db3187fd,David Lord,2022-06-06 22:52:48+00:00,Merge pull request #4624 from pallets/view-init-scope,2022-06,2022
45174bf9,David Lord,2022-06-06 22:40:04+00:00,use __init_subclass__ instead of metaclass for MethodView,2022-06,2022
bab5a65e,David Lord,2022-06-06 22:33:30+00:00,rewrite class-based view docs,2022-06,2022
6e232395,David Lord,2022-06-06 18:04:04+00:00,add View.init_every_request attribute,2022-06,2022
aab1d993,David Lord,2022-06-06 17:11:00+00:00,Merge pull request #4621 from pallets/deprecate-before_first_request,2022-06,2022
96c97dec,David Lord,2022-06-06 17:00:21+00:00,deprecate before_first_request,2022-06,2022
7a2d5fb6,David Lord,2022-06-06 16:30:30+00:00,Merge branch '2.1.x',2022-06,2022
c7f2ab8e,David Lord,2022-06-06 16:26:53+00:00,Merge pull request #4610 from eprigorodov/feature-4602-namespace-path,2022-06,2022
b06df0a7,David Lord,2022-06-06 16:17:53+00:00,remove outdated instance path test,2022-06,2022
3ba37d2a,David Lord,2022-06-06 15:24:05+00:00,fix uninstalled package tests under tox,2022-06,2022
88bcf784,Evgeny Prigorodov,2022-05-26 19:12:36+00:00,instance_path for namespace packages uses path closest to submodule,2022-05,2022
fb897454,David Lord,2022-06-05 22:54:08+00:00,Merge pull request #4579 from lecovi/docs/#4574-test-typing,2022-06,2022
48766754,David Lord,2022-06-05 22:49:41+00:00,add typing tests to mypy config,2022-06,2022
5e40aa22,David Lord,2022-06-05 22:45:22+00:00,Merge pull request #4620 from Numerlor/remove-extra-backtick,2022-06,2022
3351a867,David Lord,2022-06-05 22:44:28+00:00,add errorhandler type check tests,2022-06,2022
81be290e,David Lord,2022-06-03 19:54:54+00:00,view function is actually type checked,2022-06,2022
72cae9ce,Numerlor,2022-06-05 00:57:49+00:00,Remove extra backtick,2022-06,2022
696d7c62,David Lord,2022-06-01 23:10:31+00:00,Merge pull request #4617 from nk9/2.1.x,2022-06,2022
5d31ce10,Nick Kocharhook,2022-06-01 19:16:21+00:00,Fix incorrect references to query in testing doc,2022-06,2022
8c6f1d96,lecovi,2022-05-02 18:22:08+00:00,add example code for testing typing tools,2022-05,2022
9e2e1de2,David Lord,2022-06-01 18:27:08+00:00,Merge branch '2.1.x',2022-06,2022
21d32ee0,David Lord,2022-06-01 18:23:09+00:00,update requirements,2022-06,2022
c6e3fc80,David Lord,2022-05-31 16:10:36+00:00,Merge pull request #4613 from citramon/test_for_from_mapping_config_skip_not_upper,2022-05,2022
3ecebcdf,Stanislav Bushuev,2022-05-31 15:51:39+00:00,Add test config.from_mapping method: ignoring items with non-upper keys,2022-05,2022
83e96806,David Lord,2022-05-23 20:56:19+00:00,Merge pull request #4603 from f3ndot/use-correct-response-type-for-after-request-callable,2022-05,2022
61f62e60,David Lord,2022-05-23 20:15:26+00:00,access flask types through namespace alias,2022-05,2022
8cb95067,Justin Bull,2022-05-19 17:34:46+00:00,use bound typevar to accept Flask and Werkzeug Response classes,2022-05,2022
a4f63e03,David Lord,2022-05-23 17:54:02+00:00,start version 2.1.3,2022-05,2022
60ac0c50,David Lord,2022-05-23 17:44:48+00:00,Merge pull request #4595 from nkabrown/add-installation-tutorial-link,2022-05,2022
c45c8193,Nathan Brown,2022-05-12 23:57:50+00:00,Add link to additional packaging info,2022-05,2022
ab767035,David Lord,2022-05-23 17:19:59+00:00,Merge pull request #4581 from lecovi/docs/#3871-celery-config,2022-05,2022
9252be9c,lecovi,2022-05-02 20:28:23+00:00,docs: new configuration format for celery,2022-05,2022
1888df34,David Lord,2022-05-23 17:08:52+00:00,Merge remote-tracking branch 'origin/2.1.x',2022-05,2022
d506af1b,David Lord,2022-05-23 17:08:43+00:00,update requirements,2022-05,2022
31aad113,David Lord,2022-05-23 16:51:58+00:00,Merge pull request #4606 from pallets/cli-imports,2022-05,2022
1232d698,David Lord,2022-05-23 16:46:20+00:00,inline conditional imports for cli behaviors,2022-05,2022
a52a7db6,David Lord,2022-05-23 16:12:45+00:00,Merge pull request #4577 from hallacy/hallacy/fix_4571,2022-05,2022
e044b000,David Lord,2022-05-23 15:50:13+00:00,avoid triggering setupmethod late in tests,2022-05,2022
a406c297,David Lord,2022-05-23 15:49:30+00:00,apply setupmethod consistently,2022-05,2022
eb36135c,Chris Hallacy,2022-05-02 17:33:29+00:00,always warn on blueprint setupmethod after registration,2022-05,2022
ca8e6217,David Lord,2022-05-15 15:54:26+00:00,Merge pull request #4596 from pallets/url_for-template,2022-05,2022
69e23006,David Lord,2022-05-15 15:48:07+00:00,use app.url_for as template global,2022-05,2022
00e2aac9,David Lord,2022-05-14 19:50:37+00:00,Merge pull request #4580 from ionesu/move_url_for_to_the_flask_app_object,2022-05,2022
39f93632,David Lord,2022-05-14 19:43:38+00:00,finish moving url_for to app,2022-05,2022
92acd05d,Ivan Sushkov,2022-05-02 18:29:55+00:00,add url_for method to app,2022-05,2022
fac63037,David Lord,2022-05-12 23:30:01+00:00,update app.redirect docs,2022-05,2022
5512a668,David Lord,2022-05-12 20:45:37+00:00,Merge pull request #4576 from dzcode/dzcode/4567/abort-implementation,2022-05,2022
eb5dd9f5,dzcode,2022-05-02 16:16:12+00:00,add aborter object to app,2022-05,2022
a25d234c,David Lord,2022-05-11 16:39:26+00:00,Merge remote-tracking branch 'origin/2.1.x',2022-05,2022
542cf30e,David Lord,2022-05-11 16:22:19+00:00,Merge pull request #4575 from thoagland/Issue_4569_add_redirect_to_Flask_App,2022-05,2022
fdab801f,Tim Hoagland,2022-05-02 16:44:15+00:00,add redirect method to app,2022-05,2022
e322f32e,David Lord,2022-05-10 16:35:05+00:00,Merge pull request #4593 from pallets/remove-mailing-list,2022-05,2022
2381044d,David Lord,2022-05-10 16:27:54+00:00,remove references to mailing list,2022-05,2022
b5c1a4f1,David Lord,2022-05-10 16:19:03+00:00,Merge pull request #4591 from moondial-pal/docs-omit-becomingbigrst,2022-05,2022
410a324e,Luis Palacios,2022-05-10 05:22:16+00:00,remove becomingbig.rst,2022-05,2022
587a49c1,David Lord,2022-05-04 13:07:40+00:00,Merge pull request #4585 from pallets/docs-cli-cwd,2022-05,2022
11195f10,David Lord,2022-05-04 13:03:31+00:00,remove outdated dotenv docs,2022-05,2022
bd56d19b,David Lord,2022-05-03 18:17:03+00:00,Merge pull request #4566 from citramon/improve_coverage,2022-05,2022
a74e2664,Stanislav Bushuev,2022-05-02 12:42:23+00:00,skip coverage for TYPE_CHECKING,2022-05,2022
127df57a,David Lord,2022-05-03 17:56:11+00:00,Merge pull request #4560 from qingpeng9802/fix-old-behavior,2022-05,2022
1e5dd430,Qingpeng Li,2022-04-28 17:49:23+00:00,refactor error checks in register_error_handler,2022-04,2022
2482cd4f,David Lord,2022-05-02 18:11:56+00:00,Merge pull request #4578 from marian-vignau/Remove-Tab-directive-on-Contributing.rst,2022-05,2022
9158d3b0,Maria Andrea Vignau,2022-05-02 17:58:24+00:00,remove tab directive,2022-05,2022
a0aa8de6,David Lord,2022-05-02 16:29:38+00:00,Merge pull request #4572 from DailyDreaming/linting,2022-05,2022
8ddbad9c,DailyDreaming,2022-05-02 14:46:09+00:00,Fix linting error.,2022-05,2022
f976d5bb,David Lord,2022-04-28 17:48:05+00:00,Merge branch '2.1.x',2022-04,2022
50374e3c,David Lord,2022-04-28 17:46:41+00:00,Merge pull request #4558 from pallets/release-2.1.2,2022-04,2022
7b28a905,David Lord,2022-04-28 17:44:02+00:00,release version 2.1.2,2022-04,2022
a0bb10b8,David Lord,2022-04-28 16:35:49+00:00,Merge pull request #4555 from pallets/pytest_raises_cleanup,2022-04,2022
ef6c2b9e,David Lord,2022-04-28 16:32:31+00:00,clean up pytest.raises tests,2022-04,2022
918fc07d,David Lord,2022-04-28 15:59:47+00:00,Merge branch '2.1.x',2022-04,2022
ef7d01f0,David Lord,2022-04-28 15:59:40+00:00,update requirements,2022-04,2022
ff6290d4,David Lord,2022-04-25 16:03:29+00:00,Merge pull request #4551 from bbayles/patch-1,2022-04,2022
3fd24c1f,Bo Bayles,2022-04-25 15:28:36+00:00,Fix copy/paste error in wsgi-standalone.rst,2022-04,2022
2b0b77cc,David Lord,2022-04-24 17:20:07+00:00,Merge branch '2.1.x',2022-04,2022
c395b13f,David Lord,2022-04-24 17:19:58+00:00,update requirements,2022-04,2022
cb4f7425,David Lord,2022-04-24 17:14:53+00:00,Merge branch '2.1.x',2022-04,2022
2ec11930,David Lord,2022-04-24 17:07:31+00:00,Merge pull request #4544 from bebleo/mark_run_cert_option_eager,2022-04,2022
5050a18a,James Warne,2022-04-18 12:52:01+00:00,evaluate --cert before --key,2022-04,2022
dba2be93,David Lord,2022-04-24 16:58:01+00:00,Merge pull request #4534 from rzimmerdev/main,2022-04,2022
eede1a36,Rafael Zimmer,2022-04-12 16:17:24+00:00,fix annotation for json.loads,2022-04,2022
69f71b4d,David Lord,2022-04-24 16:50:55+00:00,start version 2.1.2,2022-04,2022
2b8b4781,David Lord,2022-04-13 17:03:22+00:00,Merge pull request #4537 from MeViMo/2.1.x,2022-04,2022
4dd14ed0,MeViMo,2022-04-13 16:49:51+00:00,Syntax error in testing.rst,2022-04,2022
411dbb37,David Lord,2022-04-11 13:11:37+00:00,remove old test,2022-04,2022
a03719b0,David Lord,2022-04-08 18:06:32+00:00,Merge branch '2.1.x',2022-04,2022
5334e28f,David Lord,2022-04-08 18:05:19+00:00,Merge pull request #4527 from MeViMo/main,2022-04,2022
19d7a0ef,MeViMo,2022-04-08 16:29:42+00:00,docs pass cli args as kwarg to test runner,2022-04,2022
5c0b9a6a,David Lord,2022-04-08 18:02:45+00:00,Merge pull request #4526 from lbm98/docfix,2022-04,2022
e3c014f9,LarsMoons,2022-04-08 15:45:44+00:00,"docs ""Returning API Errors as JSON"" return correct status code",2022-04,2022
b9729a08,David Lord,2022-04-08 17:56:25+00:00,Merge pull request #4518 from pallets/pre-commit-ci-update-config,2022-04,2022
56414782,David Lord,2022-04-08 17:53:28+00:00,pre-commit update branch,2022-04,2022
50bf3bba,pre-commit-ci[bot],2022-04-04 20:25:57+00:00,[pre-commit.ci] pre-commit autoupdate,2022-04,2022
f59574f6,David Lord,2022-04-01 20:55:05+00:00,Merge branch '2.1.x',2022-04,2022
0d4e71bf,David Lord,2022-04-01 20:54:39+00:00,Merge pull request #4517 from pallets/update-requirements,2022-04,2022
26555a85,David Lord,2022-04-01 20:44:13+00:00,update requirements,2022-04,2022
f70abe63,David Lord,2022-04-01 16:08:47+00:00,Merge pull request #4515 from pallets/dependabot/github_actions/actions/checkout-3,2022-04,2022
9f4f559f,dependabot[bot],2022-04-01 16:04:08+00:00,Bump actions/checkout from 2 to 3,2022-04,2022
45fc77d9,David Lord,2022-03-30 21:39:31+00:00,Merge branch '2.1.x',2022-03,2022
188bd17f,David Lord,2022-03-30 21:37:30+00:00,Merge pull request #4511 from pallets/release-2.1.1,2022-03,2022
c6f29771,David Lord,2022-03-30 21:35:07+00:00,release version 2.1.1,2022-03,2022
a8f4ee1b,David Lord,2022-03-30 21:33:50+00:00,Merge pull request #4510 from pallets/release-2.1.1,2022-03,2022
c419931f,David Lord,2022-03-30 21:28:18+00:00,release version 2.1.1,2022-03,2022
c3d0880e,David Lord,2022-03-30 21:23:02+00:00,Merge pull request #4509 from pallets/importlib_metadata-min-version,2022-03,2022
d023d943,David Lord,2022-03-30 21:10:12+00:00,set importlib_metadata minimum version,2022-03,2022
5589915b,David Lord,2022-03-30 21:01:10+00:00,start version 2.1.1,2022-03,2022
b109b092,David Lord,2022-03-28 19:17:25+00:00,start version 2.2.0,2022-03,2022
65b0eef3,David Lord,2022-03-28 19:12:02+00:00,Merge pull request #4500 from pallets/release-2.1.0,2022-03,2022
7d264d7d,David Lord,2022-03-28 18:05:58+00:00,release version 2.1.0,2022-03,2022
f5ed54b0,David Lord,2022-03-28 19:09:20+00:00,ignore examples tests,2022-03,2022
cd4ab005,David Lord,2022-03-28 18:39:24+00:00,fix typing,2022-03,2022
41aaaf7f,David Lord,2022-03-25 19:24:31+00:00,clean up unused function from prefixed_env pr,2022-03,2022
2f5a2ab8,David Lord,2022-03-25 19:14:29+00:00,Merge pull request #4479 from pgjones/env_config,2022-03,2022
e75d5753,David Lord,2022-03-25 19:05:07+00:00,windows env vars are uppercase,2022-03,2022
4eb5e945,David Lord,2022-03-25 18:00:32+00:00,more from_prefixed_env features,2022-03,2022
08a283af,pgjones,2022-03-08 21:40:48+00:00,Allow loading of environment variables into the config,2022-03,2022
425a6268,David Lord,2022-03-25 18:53:03+00:00,Merge pull request #4496 from pallets/werkzeug-relative-redirect,2022-03,2022
81c7ff7f,David Lord,2022-03-25 18:48:26+00:00,update tests for relative redirects,2022-03,2022
ce7b884b,David Lord,2022-03-23 16:18:20+00:00,Merge pull request #4492 from pallets/debug-messages,2022-03,2022
6578b493,David Lord,2022-03-23 15:26:46+00:00,better override for json BadRequest error,2022-03,2022
0a300d00,David Lord,2022-03-23 15:25:58+00:00,better replacement of original form KeyError,2022-03,2022
c9a1f7ad,David Lord,2022-03-23 15:25:22+00:00,don't intercept 307/308 routing redirects,2022-03,2022
598afa00,David Lord,2022-03-22 13:46:52+00:00,Merge pull request #4491 from octopoulpe/patch-1,2022-03,2022
d80f41f5,octopoulpe,2022-03-22 09:29:00+00:00,Update errorhandling.rst,2022-03,2022
7abcf57f,David Lord,2022-03-15 15:48:47+00:00,Merge pull request #4488 from pallets/typing-context-exit,2022-03,2022
faaa5594,David Lord,2022-03-15 15:44:09+00:00,accurate type for __exit__,2022-03,2022
cb7cd1e7,David Lord,2022-03-15 15:36:16+00:00,Merge pull request #4487 from pallets/typing-errorhandler,2022-03,2022
190dd4df,David Lord,2022-03-15 14:36:21+00:00,don't use AnyStr for ResponseValue type,2022-03,2022
88863288,David Lord,2022-03-15 14:35:59+00:00,relax errorhandler function arg type,2022-03,2022
0ef1e65f,David Lord,2022-03-15 13:38:35+00:00,Merge pull request #4486 from uedvt359/pr-deletecookie,2022-03,2022
b707bf44,uedvt359,2022-03-15 09:22:38+00:00,Preserve HttpOnly flag when deleting session cookie,2022-03,2022
b655a9db,David Lord,2022-03-08 14:50:25+00:00,Merge pull request #4477 from tusharsadhwani/decorator-types,2022-03,2022
af34b8c9,Tushar Sadhwani,2022-03-08 14:43:30+00:00,Add better types for app decorators,2022-03,2022
8122973f,David Lord,2022-03-01 16:49:14+00:00,Merge pull request #4473 from pallets/dependabot/github_actions/actions/setup-python-3,2022-03,2022
7dc26a1f,dependabot[bot],2022-03-01 16:04:16+00:00,Bump actions/setup-python from 2 to 3,2022-03,2022
4843590c,David Lord,2022-02-23 03:13:29+00:00,Merge pull request #4461 from pallets/cli-lazy-context,2022-02,2022
aa13521d,David Lord,2022-02-23 03:04:03+00:00,lazy loading preserves click context,2022-02,2022
3897a518,David Lord,2022-02-19 15:12:40+00:00,Merge pull request #4454 from colincadams/patch-3,2022-02,2022
642ca6ea,David Lord,2022-02-18 00:26:16+00:00,Merge branch '2.0.x',2022-02,2022
ad13dbc8,David Lord,2022-02-18 00:26:06+00:00,pin setuptools for reorder_python_imports,2022-02,2022
6f79cb8a,Colin Adams,2022-02-17 05:12:01+00:00,Fix typing on `app.session_interface`,2022-02,2022
b6a8ccd2,David Lord,2022-02-14 20:06:57+00:00,Merge branch '2.0.x',2022-02,2022
ef557b3f,David Lord,2022-02-14 19:46:23+00:00,Merge pull request #4449 from pallets/release-2.0.3,2022-02,2022
702d973b,David Lord,2022-02-14 19:34:37+00:00,release version 2.0.3,2022-02,2022
c15f74ce,David Lord,2022-02-13 22:09:07+00:00,Merge pull request #4448 from pallets/testing-docs,2022-02,2022
761d7e16,David Lord,2022-02-13 21:57:33+00:00,rewrite testing docs,2022-02,2022
48ee204d,David Lord,2022-02-09 20:53:19+00:00,Merge pull request #4189 from mgu/feat/use-exclude-patterns-reloader,2022-02,2022
beae1249,Mickaël Guérin,2021-07-06 11:32:45+00:00,add `exclude-patterns` option to `flask run`,2021-07,2021
e06dad62,David Lord,2022-02-09 19:39:48+00:00,Merge pull request #4445 from pallets/override-redirect,2022-02,2022
1be65b1b,David Lord,2022-02-09 19:13:03+00:00,overriding FlaskClient.open works with redirects,2022-02,2022
7c5f17a5,David Lord,2022-02-09 15:39:33+00:00,update requirements,2022-02,2022
e37e8714,David Lord,2022-02-09 15:37:43+00:00,Merge branch '2.0.x',2022-02,2022
d6496c8e,David Lord,2022-02-08 20:36:55+00:00,Merge pull request #4443 from pallets/update-requirements,2022-02,2022
1fd86547,David Lord,2022-02-08 20:09:22+00:00,"stop using dependabot for python, too noisy",2022-02,2022
92567476,David Lord,2022-02-08 20:08:19+00:00,cache pip with setup-python action,2022-02,2022
426a1e25,David Lord,2022-02-08 20:05:17+00:00,fix pytest 7 warnings,2022-02,2022
6f7d99ce,David Lord,2022-02-08 20:05:05+00:00,use pip-compile-multi for requirements,2022-02,2022
bc094dbe,David Lord,2022-02-08 18:27:11+00:00,Merge pull request #4432 from sfermigier/main,2022-02,2022
694eb84f,David Lord,2022-02-08 18:26:21+00:00,reword changelog for importlib.resources,2022-02,2022
17c46b2d,David Lord,2022-02-08 18:24:57+00:00,Merge pull request #4420 from K900/main,2022-02,2022
528db86f,David Lord,2022-02-08 15:39:59+00:00,Merge pull request #4442 from pallets/pre-commit-ci-update-config,2022-02,2022
436c7afc,pre-commit-ci[bot],2022-02-07 21:19:46+00:00,[pre-commit.ci] pre-commit autoupdate,2022-02,2022
9a134da3,Stefane Fermigier,2022-01-27 10:43:42+00:00,Match typing declaration with implementation.,2022-01,2022
751d85f3,K900,2022-01-17 16:11:24+00:00,cli: use importlib.metadata instead of pkg_resources,2022-01,2022
fdac8a54,David Lord,2022-01-14 17:38:02+00:00,Merge pull request #4417 from pallets/remove-as_tuple,2022-01,2022
aab064fe,David Lord,2022-01-14 17:34:07+00:00,remove deprecated as_tuple parameter from test_client,2022-01,2022
de4b2807,David Lord,2022-01-14 16:34:55+00:00,Merge pull request #4397 from cameronthecoder/main,2022-01,2022
08ad8aab,Cameron Dahl,2021-12-31 05:08:49+00:00,Remove X-XSS-Protection suggestion,2021-12,2021
981a94df,David Lord,2022-01-14 16:29:30+00:00,Merge pull request #4412 from otherJL0/main,2022-01,2022
afe77fee,otherJL0,2022-01-11 12:59:08+00:00,Adding Fish commands to docs,2022-01,2022
d03df1ff,David Lord,2022-01-13 22:43:23+00:00,Merge branch '2.0.x',2022-01,2022
66f2ac66,David Lord,2022-01-13 22:42:36+00:00,update tool config,2022-01,2022
e103747c,David Lord,2022-01-13 19:10:12+00:00,Merge branch '2.0.x',2022-01,2022
a025ee3f,David Lord,2022-01-13 19:10:06+00:00,update requirements,2022-01,2022
660994ef,David Lord,2021-12-23 03:07:07+00:00,Merge branch '2.0.x',2021-12,2021
9e50ad55,David Lord,2021-12-23 03:06:08+00:00,pin os and python version in rtd build,2021-12,2021
0fb5c2f0,David Lord,2021-12-23 03:02:52+00:00,Merge branch '2.0.x',2021-12,2021
1a1c7ea6,David Lord,2021-12-23 02:58:07+00:00,pin os and python version in rtd build,2021-12,2021
93a7f08b,David Lord,2021-12-23 02:58:07+00:00,pin os and python version in rtd build,2021-12,2021
990a95fb,David Lord,2021-12-23 02:24:48+00:00,Merge pull request #4382,2021-12,2021
0122a4f3,Grey Li,2021-12-12 04:05:44+00:00,Fix the command for checking port on macOS in server docs,2021-12,2021
6389c075,David Lord,2021-12-23 01:49:30+00:00,Merge pull request #4348 from Yourun-proger/fix_msg,2021-12,2021
b1a00ebc,David Lord,2021-12-23 01:44:37+00:00,update error message for after_this_request and copy_current_request_context,2021-12,2021
633449a3,Yourun-Proger,2021-11-19 20:09:38+00:00,fix error message,2021-11,2021
7b0c82df,David Lord,2021-12-23 01:10:24+00:00,Merge pull request #4350 from olliemath/patch-1,2021-12,2021
a841cfab,olliemath,2021-11-20 14:05:57+00:00,Only use a custom JSONDecoder if needed,2021-11,2021
9504de9d,David Lord,2021-12-22 23:56:45+00:00,Merge pull request #4390 from pallets/dependabot/github_actions/dessant/lock-threads-3,2021-12,2021
9e00becf,David Lord,2021-12-22 23:53:23+00:00,update option names for v3,2021-12,2021
79b3cecc,David Lord,2021-12-22 23:45:44+00:00,updates go to maintenance branch,2021-12,2021
a65683a6,dependabot[bot],2021-12-22 23:43:55+00:00,Bump dessant/lock-threads from 2 to 3,2021-12,2021
2952e6a3,David Lord,2021-12-22 23:43:28+00:00,update github actions,2021-12,2021
c627b5e7,David Lord,2021-12-22 23:43:13+00:00,updates go to maintenance branch,2021-12,2021
edac7e3a,David Lord,2021-12-22 23:21:31+00:00,Merge branch '2.0.x',2021-12,2021
c5ca1750,David Lord,2021-12-22 23:20:12+00:00,Merge pull request #4389 from pallets/update-requirements,2021-12,2021
9d36623d,David Lord,2021-12-22 22:26:34+00:00,update requirements,2021-12,2021
624ed4de,David Lord,2021-12-16 04:31:59+00:00,Merge pull request #4384 from jugmac00/patch-1,2021-12,2021
f16524ea,Jürgen Gmach,2021-12-16 03:28:09+00:00,fix typo,2021-12,2021
776bf09f,David Lord,2021-11-16 17:05:33+00:00,Merge pull request #4343 from pallets/address-already-in-use,2021-11,2021
2e10fc24,David Lord,2021-11-16 16:38:20+00:00,document address already in use error,2021-11,2021
9fe21310,David Lord,2021-11-16 16:34:55+00:00,replace nbsp characters,2021-11,2021
9486b6cf,David Lord,2021-11-16 15:38:42+00:00,Merge pull request #4342 from pallets/deprecate-req-ctx-g,2021-11,2021
c8ddb948,David Lord,2021-11-16 15:35:02+00:00,deprecate RequestContext.g,2021-11,2021
04c6a855,David Lord,2021-11-16 14:34:30+00:00,Merge pull request #4303 from pgjones/cpy_ensure,2021-11,2021
47e4bd50,pgjones,2021-10-16 10:05:56+00:00,copy_current_request_context can decorate async functions,2021-10,2021
6b0c8cda,David Lord,2021-11-16 14:30:19+00:00,Merge branch '2.0.x',2021-11,2021
d086a512,David Lord,2021-11-16 14:22:50+00:00,Merge pull request #4318 from eprigorodov/patch-1,2021-11,2021
282d8621,David Lord,2021-10-31 20:51:16+00:00,document session lifetime and possible concurrency issues,2021-10,2021
c8bf4204,David Lord,2021-11-15 22:03:47+00:00,Merge pull request #4310 from HenryKobin/import-error-verbose,2021-11,2021
e679a85b,Henry Kobin,2021-10-25 18:18:48+00:00,made ImportError verbose in cli.py,2021-10,2021
b831e850,David Lord,2021-11-15 21:37:42+00:00,Merge pull request #4298 from delicb/fix/issue4295,2021-11,2021
46b39e26,Bojan Delić,2021-10-06 23:09:32+00:00,fix errorhandler type check,2021-10,2021
ea66c685,David Lord,2021-11-15 21:26:06+00:00,Merge branch '2.0.x',2021-11,2021
37206698,David Lord,2021-11-15 21:24:49+00:00,Merge pull request #4341 from pallets/test-min-dev,2021-11,2021
564bb27e,David Lord,2021-11-15 21:08:45+00:00,deprecate as_tuple,2021-11,2021
a2258dd0,David Lord,2021-11-15 21:04:41+00:00,exclude greenlet tests on python 3.11,2021-11,2021
4e8787b9,David Lord,2021-11-15 21:08:34+00:00,test min/dev versions of pallets deps,2021-11,2021
7860c1de,David Lord,2021-11-15 14:46:25+00:00,remove click 7 tox env,2021-11,2021
7620cb70,David Lord,2021-11-12 17:54:10+00:00,Merge pull request #4337 from pallets/remove-deprecated-code,2021-11,2021
15a3e828,David Lord,2021-11-12 17:21:09+00:00,extend deprecation for renamed send_file params,2021-11,2021
48f2afbf,David Lord,2021-11-12 17:37:13+00:00,same blueprint cannot be registered with same name,2021-11,2021
f8cdc78c,David Lord,2021-11-12 17:25:27+00:00,remove deprecated total_seconds,2021-11,2021
b7501776,David Lord,2021-11-12 17:24:32+00:00,remove deprecated safe_join,2021-11,2021
218534a9,David Lord,2021-11-12 14:59:08+00:00,remove deprecated json encoding parameter,2021-11,2021
2bd7aed1,David Lord,2021-11-12 14:50:57+00:00,remove deprecated config.from_json,2021-11,2021
e21e003f,David Lord,2021-11-12 14:46:54+00:00,remove deprecated script_info factory arg,2021-11,2021
ea93a52d,David Lord,2021-11-12 02:37:43+00:00,Merge pull request #4335 from pallets/drop-python-3.6,2021-11,2021
df806c80,David Lord,2021-11-12 02:32:07+00:00,update docs about gevent/eventlet/greenlet,2021-11,2021
1b552d0b,David Lord,2021-11-12 00:12:08+00:00,remove ContextVar compat,2021-11,2021
e609dddd,David Lord,2021-11-12 00:11:43+00:00,drop Python 3.6,2021-11,2021
86009452,David Lord,2021-11-07 14:20:43+00:00,Merge pull request #4332 from vinzid/patch-1,2021-11,2021
a2e79eef,Chenwei Xiao,2021-11-07 02:09:37+00:00,Correct the actual unescaped character,2021-11,2021
3c36d043,David Lord,2021-11-05 16:18:57+00:00,Merge branch '2.0.x',2021-11,2021
7a5aa570,David Lord,2021-11-05 16:18:35+00:00,Merge pull request #4331 from pallets/test-python-versions,2021-11,2021
1f40c77f,David Lord,2021-11-05 16:13:55+00:00,test Python 3.10 and 3.11,2021-11,2021
0ae0f595,David Lord,2021-11-01 19:41:10+00:00,Merge branch '2.0.x',2021-11,2021
303a1e6c,David Lord,2021-11-01 19:40:52+00:00,Merge pull request #4326 from pallets/update-requirements,2021-11,2021
860431f7,David Lord,2021-11-01 19:38:38+00:00,update requirements,2021-11,2021
225ff3ea,Ryan Nevius,2021-10-18 08:37:39+00:00,Fix example `SECRET_KEY` generation code,2021-10,2021
ded812b0,David Lord,2021-10-16 18:52:50+00:00,Merge pull request #4302 from karintou8710/old-print,2021-10,2021
21def4e0,karintou8710,2021-10-15 17:04:07+00:00,Fixes old print statement in some documentation pages,2021-10,2021
c5ed6c5e,David Lord,2021-10-13 15:39:29+00:00,Merge pull request #4301 from kkirsche/secret_key_via_secrets,2021-10,2021
58a08a1d,Kevin Kirsche,2021-10-12 13:00:50+00:00,use secrets instead of os.urandom,2021-10,2021
44bc286c,David Lord,2021-10-05 16:15:54+00:00,Merge branch '2.0.x',2021-10,2021
8ddf80c3,David Lord,2021-10-05 16:15:30+00:00,Merge pull request #4294 from pallets/flaky-lazy-test,2021-10,2021
b2b60450,David Lord,2021-10-05 16:11:00+00:00,allow lazy loading test to fail on pypy,2021-10,2021
fb82e3cb,David Lord,2021-10-05 15:07:04+00:00,Merge branch '2.0.x',2021-10,2021
5a1c5eb5,David Lord,2021-10-05 15:06:49+00:00,Merge pull request #4293 from pallets/flaky-lazy-test,2021-10,2021
6d65595a,David Lord,2021-10-05 15:03:30+00:00,try to address flakiness of lazy loading test,2021-10,2021
1cf43e08,David Lord,2021-10-04 14:36:44+00:00,Merge branch '2.0.x',2021-10,2021
6f776253,David Lord,2021-10-04 14:31:29+00:00,Merge pull request #4287 from pallets/release-2.0.2,2021-10,2021
174fe445,David Lord,2021-10-04 14:26:47+00:00,release version 2.0.2,2021-10,2021
5684f48f,David Lord,2021-10-04 03:39:19+00:00,Merge branch '2.0.x',2021-10,2021
6d637f0f,David Lord,2021-10-04 03:38:28+00:00,Merge pull request #4230 from matipau/blueprint-fix,2021-10,2021
3f6cdbd8,David Lord,2021-10-04 03:19:33+00:00,use similar code for all callback-applying methods,2021-10,2021
166a2a62,Matthias Paulsen,2021-08-09 22:23:57+00:00,Fix callback order for nested blueprints,2021-08,2021
